intent,datetime,query
reminder/set_reminder,"6:14:reminder/noun,18:55:reminder/todo,56:61:datetime",Set a reminder to pick up beer from the shop after work today
reminder/set_reminder,17:21:reminder/todo,remind me i need milk
reminder/set_reminder,"9:17:reminder/noun,33:63:reminder/todo,64:71:datetime",Create a reminder that I need to buy baby food tomorrow morning at noon
reminder/set_reminder,10:20:datetime,remind me in a month
reminder/set_reminder,"10:27:datetime,32:39:reminder/todo",Remind me 15 minutes before the eclipse starts
reminder/set_reminder,"16:27:reminder/todo,28:50:datetime",Remind my of my appointment tomorrow 1 hour before
reminder/set_reminder,"13:33:reminder/todo,34:50:datetime",Remind me to go to school meeting Thursday Morning
reminder/set_reminder,"13:30:reminder/todo,31:47:datetime",Remind me to pay my phone bill before Wednesday
reminder/set_reminder,"6:14:reminder/noun,22:42:reminder/todo,43:54:datetime",Set a reminder for my doctor's appointment next monday
reminder/set_reminder,13:46:reminder/todo,Remind me to stop at the store on the way home
reminder/set_reminder,"16:28:reminder/todo,29:46:datetime",Remind me of my 8 am meeting on Monday morning
reminder/set_reminder,30:46:reminder/todo,Please remind me for the next business meeting
reminder/set_reminder,"13:24:reminder/todo,25:50:datetime",remind me to call my mom by monday morning at 9 am
reminder/set_reminder,"18:46:reminder/todo,47:59:reminder/recurring_period",set a reminder to take my daughter to tumbling every monday
reminder/set_reminder,"13:25:reminder/todo,26:59:datetime",Remind me to set an alarm for tomorrow morning before 10 pm
reminder/set_reminder,"13:32:reminder/todo,33:50:datetime",remind me to complete my project by tomorrow night
reminder/set_reminder,"13:24:reminder/todo,25:29:datetime",remind me to pick up joe at 9
reminder/set_reminder,18:45:reminder/todo,remind me that my essay is due tomorrow night
reminder/set_reminder,"13:31:reminder/todo,32:46:datetime",Remind me to take my medication in the morning
reminder/set_reminder,"20:25:reminder/todo,26:47:datetime",Remind me about the party on August 2nd at 2 PM
reminder/set_reminder,"13:30:reminder/todo,31:38:datetime",Remind me to pick up groceries at noon
reminder/set_reminder,"4:12:reminder/noun,17:26:reminder/todo,27:36:datetime",set reminder for dietitian tues at 3
reminder/set_reminder,"21:45:reminder/todo,46:59:datetime",Remind me I have the cake cooking in the oven in 45 minutes
reminder/set_reminder,29:48:reminder/todo,Don't forget to remind me to buy food after work
reminder/set_reminder,"25:59:reminder/todo,60:68:datetime",remind me that I need to pick up the kids early from school tomorrow
reminder/set_reminder,"13:40:reminder/todo,41:48:datetime",Remind me to set the alarm for the house tonight
reminder/set_reminder,"10:28:reminder/todo,29:39:datetime",remind to take the trash out before 8pm
reminder/set_reminder,13:28:reminder/todo,Remind me of Tuesday's event
reminder/set_reminder,"13:29:reminder/todo,30:49:datetime",Remind me to visit the doctor Monday morning at 9
reminder/set_reminder,"4:12:reminder/noun,13:25:reminder/recurring_period",set reminder every 15 min
reminder/set_reminder,"20:35:reminder/todo,36:46:datetime",Remind me to get on conference call at 1:30 pm
reminder/set_reminder,"13:37:reminder/todo,41:48:reminder/recurring_period",Remind me to DVR America's Got Talent on Sundays
reminder/set_reminder,"13:36:reminder/todo,37:42:datetime",remind me to stop at the supermarket today on the way home from work
reminder/set_reminder,"6:14:reminder/noun,15:29:datetime",start reminder for 45 seconds
reminder/set_reminder,"15:23:reminder/noun,27:54:reminder/todo",Set additional reminder to leave for the airport early
reminder/set_reminder,"13:46:reminder/todo,47:63:datetime",Remind me to pick up kids from soccer practice Friday afternoon
reminder/set_reminder,"10:22:reminder/todo,23:31:datetime",Remind me class starts tomorrow
reminder/set_reminder,"13:27:reminder/todo,28:44:datetime",remind me to call my doctor tomorrow morning
reminder/set_reminder,"0:8:reminder/noun,15:29:reminder/todo,30:38:datetime",Reminder me to put make up on tomorrow
reminder/set_reminder,"0:8:reminder/noun,9:25:datetime,29:36:reminder/todo",Reminder 30 minutes prior to meeting
reminder/set_reminder,"13:20:reminder/todo,21:37:datetime",Remind me to buy ice tomorrow morning
reminder/set_reminder,"13:25:reminder/todo,26:36:datetime",remind me to walk the dog in an hour
reminder/set_reminder,"13:35:reminder/todo,36:52:datetime",remind me to send flowers to my mom next mothers day
reminder/set_reminder,"10:20:datetime,24:56:reminder/todo",remind me in 2 weeks to buy my sister a birthday present
reminder/set_reminder,"13:24:reminder/todo,25:33:datetime",Remind me to call my mom tomorrow for her birthday
reminder/set_reminder,13:59:reminder/todo,Remind me to set another reminder for next week's challenge
reminder/set_reminder,"24:31:reminder/todo,32:47:datetime",Remind me that I have a meeting tomorrow at 2pm
reminder/set_reminder,"19:33:reminder/todo,34:42:datetime",Remind me about my mom's birthday tomorrow
reminder/set_reminder,"6:14:reminder/noun,18:46:reminder/todo,47:54:datetime",Set a reminder to get eggs and milk at Walmart tonight
reminder/set_reminder,"13:26:reminder/todo,27:37:datetime",Remind me to start driving in 2 hours
reminder/set_reminder,"13:53:reminder/todo,54:59:datetime",Remind me to drop my outgoing mail off before leaving today
reminder/set_reminder,13:62:reminder/todo,Remind me to change my alarm from 7 am to 6 am for next Monday
reminder/set_reminder,"10:18:datetime,27:54:reminder/todo",remind me tomorrow that my in-laws are coming to visit
reminder/set_reminder,"6:14:reminder/noun,24:47:reminder/todo,48:64:datetime",Set a reminder that the house cleaner is coming tomorrow at 8 am
reminder/set_reminder,"13:22:reminder/todo,23:31:datetime",Remind me to buy bread tomorrow at the store please
reminder/set_reminder,"13:34:reminder/todo,35:50:datetime",Remind me to submit my appen hours at 8 pm tonight
reminder/set_reminder,7:11:reminder/todo,"i need milk, can you remind me"
reminder/set_reminder,"19:38:reminder/todo,39:49:datetime",Remind me I have a doctors appointment on the 5th
reminder/set_reminder,"0:8:reminder/noun,12:17:reminder/todo,18:29:datetime",reminder to leave in one hour
reminder/set_reminder,"10:18:reminder/noun,19:33:datetime",send me a reminder in ten minutes
reminder/set_reminder,"0:24:reminder/todo,25:32:datetime,40:48:reminder/noun,49:57:datetime","Date night with the wife tonight, set a reminder for 5 pm"
reminder/set_reminder,"20:48:reminder/todo,49:54:datetime",please remind me to stop and get wine after work today
reminder/set_reminder,13:39:reminder/todo,remind me to get gas on the way to work
reminder/set_reminder,"25:29:reminder/todo,30:41:datetime",Remind me that I have to work on Saturday
reminder/set_reminder,"0:8:reminder/noun,15:22:datetime,23:30:reminder/todo",reminder alarm for 3pm meeting
reminder/set_reminder,"10:17:datetime,33:44:reminder/todo",Remind me at 6:30 that I need to get dressed
reminder/set_reminder,13:42:reminder/todo,Remind me to set an alarm for 2pm tomorrow
reminder/set_reminder,"20:37:reminder/todo,38:52:datetime",please remind me to take mom to store tomorrow night
reminder/set_reminder,"9:17:reminder/noun,35:53:reminder/todo,54:76:datetime",I need a reminder that I am having lunch with Desiree this Thursday at 1 p.m
reminder/set_reminder,"13:29:reminder/todo,30:47:datetime",Remind me to go to the movies on Saturday night
reminder/set_reminder,"4:12:reminder/noun,17:24:reminder/todo,25:41:datetime",set reminder for dentist tuesday the 12th
reminder/set_reminder,"13:22:reminder/todo,23:30:datetime",Remind me to go worked at 7 pm at LA Fitness
reminder/set_reminder,"14:25:reminder/todo,26:48:datetime",Remind me I'm dog-sitting Thursday night at 6 PM
reminder/set_reminder,"10:18:reminder/todo,19:26:datetime",remind to get milk tonight
reminder/set_reminder,"13:31:reminder/todo,32:45:datetime",remind me to write Deb a letter Tuesday night
reminder/set_reminder,"13:27:reminder/todo,28:43:datetime",Remind me to call my mother on Sunday night
reminder/set_reminder,"13:35:reminder/todo,36:52:datetime",remind me to send flowers to my mom next mothers day
reminder/set_reminder,"13:28:reminder/todo,29:36:datetime",Remind me to watch The Voice at 8 pm
reminder/set_reminder,"25:36:reminder/todo,37:59:datetime",Remind me that I have an appointment at 10 tomorrow morning
reminder/set_reminder,"13:25:reminder/todo,26:40:datetime",remind me my grocery list at 7pm tonight
reminder/set_reminder,13:53:reminder/todo,Remind me to get breakfast first thing in the morning
reminder/set_reminder,"13:20:reminder/todo,21:35:datetime",remind me to sign in in the morning when I get to work
reminder/set_reminder,"6:14:reminder/noun,18:52:reminder/todo,53:61:datetime",Add a reminder to pick up bread at the grocery store tomorrow
reminder/set_reminder,"6:14:reminder/noun,19:27:reminder/recurring_period,28:35:datetime,39:63:reminder/todo",Set a reminder for weekdays at 2 pm to pick up kids from school
reminder/set_reminder,"13:33:reminder/todo,34:55:reminder/recurring_period,56:73:datetime",Remind me to take out the garbage every Wednesday night for the next year
reminder/set_reminder,"7:15:reminder/noun,16:28:datetime,31:38:reminder/todo",Make a reminder for tomorrow's meeting
reminder/set_reminder,16:52:reminder/todo,remind me to go get a birthday present for my sister
reminder/set_reminder,"6:14:reminder/noun,18:29:reminder/todo,30:34:datetime",Set a reminder to call my mom at 5
reminder/set_reminder,"10:20:datetime,36:67:reminder/todo",remind me on Tuesday that I have an after-work meeting on Wednesday
reminder/set_reminder,"13:36:reminder/todo,37:51:datetime",Remind me to go to the grocery store this wednesday
reminder/set_reminder,"6:14:reminder/noun,19:33:reminder/todo,34:52:reminder/recurring_period,53:63:datetime",Set a reminder for football games every Friday night in October
reminder/set_reminder,13:31:reminder/todo,Remind me to take my antibiotic when I get up
reminder/set_reminder,"16:27:reminder/todo,28:47:datetime",Remind me of my flight time at 11:45 AM Tuesday
reminder/set_reminder,"13:29:reminder/todo,30:44:datetime",Remind me to call the dentist in the morning
reminder/set_reminder,"13:33:reminder/todo,34:41:datetime",Remind me to buy coffee at Publix tonight
reminder/set_reminder,"6:14:reminder/noun,18:51:reminder/todo",Set a reminder to get gas on the way home from work
reminder/set_reminder,29:42:reminder/todo,remind me when I get home to feed the dogs
reminder/set_reminder,"13:47:reminder/todo,48:55:datetime",remind me to buy vegetable at the grocery store tonight
reminder/set_reminder,"23:34:reminder/noun,35:48:datetime",Please remind me of my appointment tomorrow at 2
reminder/set_reminder,"16:40:reminder/todo,41:48:datetime",Remind me about dinner tomorrow with mom at 2:00
reminder/set_reminder,"13:40:reminder/todo,41:50:datetime,54:65:reminder/recurring_period",remind me to give jj his tick medication the first of every month
reminder/set_reminder,"24:40:reminder/todo,41:54:datetime",remind me that I have a business meeting today at 3 pm
reminder/set_reminder,"16:32:reminder/todo,33:44:datetime",remind me about my tennis lesson on saturday
reminder/set_reminder,"17:33:datetime,37:67:reminder/todo",Please remind me before 5pm today to stop at the store and get milk
reminder/set_reminder,"6:14:reminder/noun,18:40:reminder/todo,41:48:datetime",set a reminder to put dinner in the oven tonight
reminder/set_reminder,"13:36:reminder/todo,37:44:datetime",remind me to pick up my prescription tonight
reminder/set_reminder,"13:21:reminder/noun,32:53:reminder/todo,54:61:datetime",Set up a new reminder for me to remember to get bread tonight
reminder/set_reminder,"13:31:reminder/todo,32:42:datetime,53:62:datetime,77:86:reminder/recurring_period",Remind me to take my medication at 11 p.m. And again at 11 a.m. Schedule for every day
reminder/set_reminder,"20:38:reminder/todo,39:53:datetime",Please remind me to buy birthday cards this afternoon
reminder/set_reminder,"13:37:reminder/todo,38:49:reminder/todo",remind me to call and make my dentist appointment
reminder/set_reminder,"13:29:reminder/todo,30:35:datetime,36:49:reminder/recurring_period",Remind me to take my medicine at 11 every morning
reminder/set_reminder,"13:42:reminder/todo,43:50:datetime",Remind me to buy milk at the grocery store tonight
reminder/set_reminder,"4:12:reminder/noun,21:61:reminder/todo",Set reminder for the second-to-last day of the month for rent
reminder/set_reminder,"13:34:reminder/todo,35:56:reminder/recurring_period",remind me to take Camden to speech every Thursday at 9AM
reminder/set_reminder,"0:8:reminder/noun,15:29:reminder/todo,30:38:datetime",Reminder me to put make up on tomorrow
reminder/set_reminder,"13:29:reminder/todo,30:43:datetime",remind me to adjust temperate in 15 minutes
reminder/set_reminder,20:32:reminder/todo,remind me to make a dentist appt
reminder/set_reminder,"6:14:reminder/noun,19:36:reminder/todo,37:51:datetime",Set a reminder for the meteor shower on 8/12 at 9pm
reminder/set_reminder,"10:27:reminder/todo,28:37:datetime",Remind to catch the eclipse this week
reminder/set_reminder,"4:12:reminder/noun,13:21:datetime,25:37:reminder/todo",Set reminder for 4 pm to start dinner
reminder/set_reminder,"13:57:reminder/todo,58:66:datetime",Remind me to print off the XYZ invoice when I get to work tomorrow
reminder/set_reminder,"6:14:reminder/noun,15:37:datetime",set a reminder for two hours from now
reminder/set_reminder,"13:29:reminder/todo,30:57:datetime",Remind me to pay the mortgate on the first of every month
reminder/set_reminder,13:39:reminder/todo,Remind me to call the insurance company about changing coverage
reminder/set_reminder,"18:43:datetime,47:54:reminder/todo",I need a reminder for 6 AM tomorrow morning to not eat
reminder/set_reminder,"13:28:reminder/todo,29:37:datetime,46:50:datetime",Remind me to call the doctor tomorrow morning at 9
reminder/set_reminder,31:39:reminder/todo,Remind me when I leave work to call Art
reminder/set_reminder,"6:14:reminder/noun,19:33:reminder/todo,34:45:datetime",Set a reminder for daycare pickup time of 4pm
reminder/set_reminder,"13:29:reminder/todo,30:49:datetime",remind me to visit the doctor monday morning at 8
reminder/set_reminder,"13:26:reminder/todo,27:34:datetime",remind me to shut pool off tonight
reminder/set_reminder,"13:29:reminder/todo,30:52:reminder/recurring_period",Remind me to water the plants every Saturday at noon
reminder/set_reminder,"10:22:datetime,23:62:reminder/todo",remind me Friday night that we have a wedding Saturday morning
reminder/set_reminder,"6:14:reminder/noun,15:25:datetime,29:71:reminder/todo",Set a reminder in 2 hours to check the weather before leaving the house
reminder/set_reminder,10:49:reminder/todo,Remind to to prep the night before my colonoscopy
reminder/set_reminder,"13:41:reminder/todo,42:49:datetime",Remind me to pick up mom from the airport tonight
reminder/set_reminder,"6:14:reminder/noun,15:33:datetime,36:51:reminder/todo",Set a reminder for this afternoon's DMV appointment
reminder/set_reminder,"13:48:reminder/todo,49:62:datetime",Remind me to get my wife a gift for her birthday before Friday
reminder/set_reminder,"13:27:reminder/todo,28:35:datetime",Remind to to pick up Olivia tonight
reminder/set_reminder,13:27:reminder/todo,remind me of the lunch date
reminder/set_reminder,"13:21:reminder/todo,22:29:datetime",remind me to buy eggs tonight
reminder/set_reminder,"15:35:reminder/todo,36:45:datetime",Remind me that I need to mail taxes on Friday
reminder/set_reminder,"19:37:reminder/todo,38:49:datetime",Remind me about my doctor appointment on Thursday
reminder/set_reminder,"6:14:reminder/noun,18:68:reminder/todo",Set a reminder to audit reports on the second Thursday of each month
reminder/set_reminder,"10:22:datetime,30:46:reminder/todo",Remind me tonight at 7 is the new walking dead
reminder/set_reminder,"7:15:reminder/noun,16:25:reminder/todo",create reminder for store
reminder/set_reminder,"4:12:reminder/noun,17:41:reminder/todo",set reminder for the kids to mow the yard
reminder/set_reminder,"19:37:reminder/todo,38:49:datetime",Remind me about my doctor appointment on Thursday
reminder/set_reminder,"21:41:reminder/noun,42:50:datetime",can you remind me to mail my sisters card tomorrow
reminder/set_reminder,"6:14:reminder/noun,19:41:reminder/todo,42:51:datetime",Set a reminder for my doctors appointment next week
reminder/set_reminder,"6:14:reminder/noun,15:29:datetime",set a reminder 30 mins before I have to be there
reminder/set_reminder,"0:6:reminder/noun,13:41:reminder/todo",remind me to pick up balloons on way home from work
reminder/set_reminder,"6:14:reminder/noun,20:36:reminder/todo",set a reminder that Friday is payday
reminder/set_reminder,13:33:reminder/todo,remind me to watch tonight's news
reminder/set_reminder,13:41:reminder/todo,remind me to get coffee when I leave home
reminder/set_reminder,13:27:reminder/todo,Remind me to get face cream the next time I am at CVS
reminder/set_reminder,20:27:reminder/todo,remind me about the meeting
reminder/set_reminder,13:37:reminder/todo,Remind me to set the DVR for my shows
reminder/set_reminder,16:27:reminder/todo,My Mom wants to buy a purse so please remind me to buy her one
reminder/set_reminder,"13:42:reminder/todo,43:50:datetime",Remind me to buy milk at the grocery store morning
reminder/set_reminder,"13:27:reminder/todo,28:39:datetime",Remind me to finish my work in one hour
reminder/set_reminder,"4:12:reminder/noun,17:39:reminder/recurring_period",set reminder for every tuesday at 10 am
reminder/set_reminder,"13:47:reminder/todo,48:56:datetime",Remind me to pick up Blake from soccer practice tomorrow
reminder/set_reminder,"13:35:reminder/todo,36:47:reminder/recurring_period",Remind me to pay the cellphone bill on the 15th
reminder/set_reminder,"6:14:reminder/noun,19:46:reminder/todo,47:60:datetime",Set a reminder to  return books to the library tomorrow 9 am
reminder/set_reminder,"13:39:reminder/todo,40:49:datetime",Remind me to pick up Johnny from school on Friday
reminder/set_reminder,13:44:reminder/todo,Remind me to pack a suitcase for the weekend
reminder/set_reminder,"13:40:reminder/todo,41:47:datetime",remind me to go to the bank during lunch at 1pm
reminder/set_reminder,"4:12:reminder/noun,13:44:reminder/todo",set reminder when library books are due back
reminder/set_reminder,"14:22:reminder/noun,26:37:reminder/todo,38:48:datetime",post pone the reminder to buy milk to 3 pm today
reminder/set_reminder,"13:31:reminder/todo,32:39:datetime",Remind me to pay my credit card tonight
reminder/set_reminder,"15:40:reminder/todo,41:64:datetime",Remind me that my daughter has a concert Wednesday night at 7 pm
reminder/set_reminder,"6:14:reminder/noun,21:43:datetime,50:94:reminder/todo","Set a reminder a day before January the 6th for a walnut cake and white wine, for her birthday"
reminder/set_reminder,"13:21:reminder/todo,22:48:datetime",Remind me to call MOM tomorrow afternoon at 3 pm
reminder/set_reminder,"13:43:reminder/todo,44:55:reminder/recurring_period",Remind me to go for a run when I leave work every night
reminder/set_reminder,13:25:reminder/todo,remind me to pick up milk
reminder/set_reminder,"6:14:reminder/noun,25:42:reminder/todo,43:57:datetime",Set a reminder for me to call the pharmacy in the morning
reminder/set_reminder,13:26:reminder/todo,remind me to buy ice cream next time I go to the store
reminder/set_reminder,"25:60:reminder/todo,61:68:datetime",Remind me that I have to stop and get Denise's birthday cake tonight
reminder/set_reminder,"4:12:reminder/noun,17:29:reminder/todo,30:44:datetime",Set reminder for Swim lessons Mondays at 4pm
reminder/set_reminder,"10:18:reminder/noun,19:27:datetime,31:44:reminder/todo,45:59:datetime",Send me a reminder tomorrow to buy some milk in the morning
reminder/set_reminder,13:47:reminder/todo,Remind me to take the clothes out of the washer
reminder/set_reminder,"13:36:reminder/todo,37:44:datetime",Remind me to get gas on the way home tonight
reminder/set_reminder,"10:26:datetime,30:70:reminder/todo",Remind me Thursday evening to make something for the potluck on Friday
reminder/set_reminder,"10:22:reminder/todo,23:31:datetime",Remind me class starts tomorrow
reminder/set_reminder,"23:55:reminder/todo,56:67:datetime",Can you remind me that I am getting my wisdom teeth out on the 31st
reminder/set_reminder,22:35:reminder/todo,Set a reminder for my holiday party please
reminder/set_reminder,13:26:reminder/todo,remind me to lock the door
reminder/set_reminder,"13:31:reminder/todo,32:48:datetime",remind me to take out the trash tomorrow morning
reminder/set_reminder,"19:39:reminder/todo,40:54:datetime",Remind me I have a doctor's appointment next Wednesday
reminder/set_reminder,"13:27:reminder/todo,28:43:datetime",remind me to go take a swim at 8am tomorrow
reminder/set_reminder,"4:12:reminder/noun,16:21:reminder/todo,22:35:datetime",Set reminder to leave in 20 minutes
reminder/set_reminder,"4:12:reminder/noun,16:45:reminder/todo,46:56:datetime",Set reminder to check the Lasagna in the oven in an hour
reminder/set_reminder,"13:41:reminder/todo,42:56:datetime",Remind me to send Amy the Weight schedule in the morning
reminder/set_reminder,13:26:reminder/todo,Remind me to call pharmacy
reminder/set_reminder,"13:26:reminder/todo,27:35:datetime",remind me to visit grandma tomorrow
reminder/set_reminder,"19:31:reminder/todo,38:55:datetime",remind me that the walking dead comes on Sunday at 7 pm
reminder/set_reminder,13:59:reminder/todo,Remind me to go by the grocery store today to pick up bread
reminder/set_reminder,"13:21:reminder/todo,22:30:datetime",remind me to get milk tomorrow
reminder/set_reminder,"13:30:reminder/todo,31:42:datetime",Remind me to go to the dentist next Monday
reminder/set_reminder,"15:44:reminder/todo,45:60:datetime",remind me that I have a doctor's appointment Tuesday at 9 am
reminder/set_reminder,"13:30:reminder/todo,31:37:datetime,46:50:datetime",Remind me to visit the dentist Sunday morning at 7
reminder/set_reminder,"13:17:reminder/todo,18:31:reminder/recurring_period,32:38:datetime",remind me to draw every weekday at 4pm
reminder/set_reminder,25:37:reminder/todo,remind me that i need to stop for gas
reminder/set_reminder,"20:47:reminder/todo,48:56:datetime",Remind me I need to get gas before I go to work tomorrow
reminder/set_reminder,"10:23:datetime,27:47:reminder/todo",Remind me in 30 minutes to empty the dishwasher
reminder/set_reminder,"6:14:reminder/noun,23:50:reminder/recurring_period",Set a reminder for the first monday of every month
reminder/set_reminder,"13:36:reminder/todo,37:48:datetime",Remind me to pay Peggy for utilities on the 18th
reminder/set_reminder,"6:14:reminder/noun,21:34:reminder/todo,41:55:datetime",set a reminder for a staff meeting every Tuesday at 9am
reminder/set_reminder,"13:22:reminder/todo,23:30:datetime",remind me to buy sugar tonight
reminder/set_reminder,"13:30:reminder/todo,31:42:datetime",Remind me to pay the utilities on the 14th
reminder/set_reminder,"4:12:reminder/noun,16:26:reminder/todo,27:35:datetime",Add reminder to do laundry tomorrow
reminder/set_reminder,"13:38:reminder/todo,39:46:datetime",Remind me to pick up Tommy from soccer tonight
reminder/set_reminder,"13:25:reminder/todo,26:38:datetime",remind me to go to school in two hours
reminder/set_reminder,"13:25:reminder/todo,26:33:datetime",Remind me to feed the cat at noon
reminder/set_reminder,"9:17:reminder/noun,21:42:reminder/todo,43:56:reminder/recurring_period",I want a reminder to take cake out of oven in 10 minutes
reminder/set_reminder,"13:34:reminder/todo,35:44:datetime",Remind me to pay the car insurance next week
reminder/set_reminder,13:42:reminder/todo,remind me to finish report when i get home
reminder/set_reminder,"0:6:reminder/noun,13:49:reminder/todo",remind me to drop off the dry cleaning after work
reminder/set_reminder,"13:38:reminder/todo,50:58:datetime",Remind me to pick up Brady at practice not school tomorrow
reminder/set_reminder,"4:12:reminder/noun,17:28:reminder/todo,41:47:datetime",Set reminder for Jen's party on Saturday at 3pm
reminder/set_reminder,"10:26:reminder/todo,27:43:datetime",Remind me I have a meeting at 10 am tuesday
reminder/set_reminder,"16:24:reminder/noun,28:37:reminder/todo,38:43:reminder/recurring_period,44:51:datetime",set a recurring reminder to take meds daily at 7 am
reminder/set_reminder,19:38:reminder/todo,remind me i have a dentist appointment
reminder/set_reminder,"19:35:reminder/todo,36:55:datetime",Remind me to go to business meeting at 1:30 PM tomorrow
reminder/set_reminder,"13:33:reminder/todo,34:41:datetime",Remind me to turn off my computer tonight
reminder/set_reminder,"13:38:reminder/todo,39:47:datetime",Remind me to pack my suitcase for trip tomorrow
reminder/set_reminder,"24:43:reminder/todo,44:55:datetime",remind me that i have a dentist appointment on thursday
reminder/set_reminder,"13:37:reminder/todo,38:45:datetime",remind me to pick up coffee at target tonight
reminder/set_reminder,"13:23:reminder/todo,24:35:datetime",remind me to set alarms for morning
reminder/set_reminder,"13:28:reminder/todo,29:43:datetime",remind me to call the doctor in the morning
reminder/set_reminder,"13:21:reminder/noun,22:34:datetime,37:42:reminder/todo",Please set a reminder for tomorrow's movie
reminder/set_reminder,13:45:reminder/todo,Remind me to buy flowers at the grocery store
reminder/set_reminder,"13:26:reminder/todo,27:33:datetime,34:39:reminder/recurring_period",remind me to take vitamins at 7am daily
reminder/set_reminder,"13:34:reminder/todo,35:46:datetime",Remind me to pick up prescriptions after three
reminder/set_reminder,"13:35:reminder/todo,36:58:datetime",Remind me to visit my family doctor Tuesday morning at 9am
reminder/set_reminder,"13:36:reminder/todo,37:43:datetime",Remind me to meet Eva at the library at 2pm
reminder/set_reminder,19:47:reminder/todo,Remind me to get a white shirt for judges night
reminder/set_reminder,"13:33:reminder/todo,34:58:datetime",remind me to take out the garbage at 8 am tomorrow morning
reminder/set_reminder,"13:30:reminder/todo,31:52:datetime",Remind me to visit the dentist tuesday morning at 10
reminder/set_reminder,"6:14:reminder/noun,20:44:reminder/todo",Add a reminder that mom is arriving the 25th
reminder/set_reminder,"13:27:reminder/recurring_period,28:36:datetime",remind me to call insurance tomorrow
reminder/set_reminder,13:70:reminder/todo,Remind me to buy bananas from the gas station on my way home from work
reminder/set_reminder,"4:12:reminder/noun,16:24:reminder/todo",set reminder to clock in when I get to work
reminder/set_reminder,"13:34:reminder/todo,35:51:datetime",remind me to pay the electric bill tomorrow by noon
reminder/set_reminder,"4:12:reminder/noun,16:39:reminder/todo",Set reminder to do research on property
reminder/set_reminder,10:62:reminder/todo,Remind me cut a check for membership fee when I am at the club
reminder/set_reminder,"10:22:reminder/todo,23:24:datetime",Remind me when it hits 6
reminder/set_reminder,"13:30:reminder/todo,31:45:datetime",Remind me to call the pharmacy in the morning
reminder/set_reminder,"11:20:reminder/noun,21:32:datetime,44:50:reminder/todo",Set up all reminders for an hour before the events
reminder/set_reminder,"13:47:reminder/todo,48:57:datetime",Remind me to send Enrichment emails to teachers on Monday
reminder/set_reminder,"6:14:reminder/noun,24:36:reminder/todo",set a reminder to go to see a doctor
reminder/set_reminder,"9:17:reminder/noun,30:49:reminder/todo,50:58:datetime",Put in a reminder that I have doctors appointment tomorrow
reminder/set_reminder,"19:35:reminder/todo,37:44:datetime","Remind me about me meeting at 10 am, at 8 am"
reminder/set_reminder,"13:28:reminder/todo,29:43:datetime",Remind me of what show is on tomorrow night
reminder/set_reminder,"13:35:reminder/todo,36:52:datetime",remind me to send in the rent check tomorrow at 11am
reminder/set_reminder,"6:14:reminder/noun,15:21:datetime,25:39:reminder/todo",Set a reminder at 3pm to go to the bank
reminder/set_reminder,13:46:reminder/todo,remind me to pickup my presciptions after work
reminder/set_reminder,13:21:reminder/todo,remind me to buy eggs at Walmart
reminder/set_reminder,"4:12:reminder/noun,13:20:datetime,25:40:reminder/todo",set reminder for 5pm for my music lesson
reminder/set_reminder,"6:14:reminder/noun,18:39:reminder/todo,40:62:datetime",set a reminder to check my son's grades 10:00 am next thursday
reminder/set_reminder,"13:44:reminder/todo,45:56:datetime","Remind me to visit the doctor this afternoon around, 4pm"
reminder/set_reminder,"6:14:reminder/noun,19:33:reminder/todo",set a reminder for my appointment
reminder/set_reminder,"14:22:reminder/noun,30:39:reminder/todo",can you set a reminder that I call John
reminder/set_reminder,"13:29:reminder/todo,30:38:datetime",Remind me to finish my report tomorrow
reminder/set_reminder,"13:31:reminder/todo,32:48:datetime",Remind me to pay the phone bill before next week
reminder/set_reminder,"4:12:reminder/noun,17:28:reminder/todo,29:52:reminder/recurring_period",Set reminder for car payment every 25th of the month
reminder/set_reminder,"13:30:reminder/todo,31:50:datetime",Remind me to visit the dentist Monday morning at 7
reminder/set_reminder,"13:21:reminder/noun,22:32:datetime,33:50:reminder/todo",Set a pop-up reminder for Monday let school begins
reminder/set_reminder,"4:12:reminder/noun,13:19:datetime,23:36:reminder/todo",Set reminder at 4pm to buy groceries
reminder/set_reminder,"16:24:reminder/todo,25:41:datetime",Add reminder to call mom tomorrow at noon
reminder/set_reminder,"7:15:reminder/noun,16:34:datetime,38:59:reminder/todo",need a reminder for monday at 6 pm to go to library meeting
reminder/set_reminder,"13:30:reminder/todo,31:51:reminder/recurring_period",Remind me to record hours work every Sunday at noon
reminder/set_reminder,"24:40:reminder/todo,41:53:datetime",Remind me that I have a tutoring session today at 5pm
reminder/set_reminder,"10:24:datetime,25:34:reminder/todo",Remind me 2 hours before my flight
reminder/set_reminder,"4:12:reminder/noun,20:25:reminder/todo,26:32:datetime",Set reminder for to leave at 3pm
reminder/set_reminder,"4:12:reminder/noun,20:27:reminder/todo,28:43:datetime",Set reminder for my meeting tomorrow at 5pm
reminder/set_reminder,"13:31:reminder/todo,32:38:datetime",Remind me to take birth control at 8pm
reminder/set_reminder,"4:13:reminder/noun,20:40:reminder/todo",Set reminders about to do list deadlines
reminder/set_reminder,"16:25:reminder/todo,26:43:datetime",Remind me of my interview on Monday morning
reminder/set_reminder,"6:14:reminder/noun,18:51:reminder/todo",set a reminder to pick up my daughter at volleyball
reminder/set_reminder,13:42:reminder/todo,Remind me to reschedule Thursday's meeting
